Load_data
time,load
2025-04-15 00:00:00,11542.3
2025-04-15 00:15:00,11375.2
2025-04-15 00:30:00,11218.7
2025-04-15 00:45:00,11082.133333333333
2025-04-15 01:00:00,10966.9
2025-04-15 01:15:00,10861.366666666667
2025-04-15 01:30:00,10757.833333333334
2025-04-15 01:45:00,10677.033333333333
2025-04-15 02:00:00,10635.666666666666
2025-04-15 02:15:00,10576.866666666667
2025-04-15 02:30:00,10509.233333333334
2025-04-15 02:45:00,10454.833333333334
2025-04-15 03:00:00,10443.7
2025-04-15 03:15:00,10401.033333333333
2025-04-15 03:30:00,10379.5
2025-04-15 03:45:00,10367.8
2025-04-15 04:00:00,10397.066666666668
2025-04-15 04:15:00,10388.633333333333
2025-04-15 04:30:00,10395.866666666667
2025-04-15 04:45:00,10419.366666666667
2025-04-15 05:00:00,10539.166666666666
2025-04-15 05:15:00,10628.1
2025-04-15 05:30:00,10753.166666666666
2025-04-15 05:45:00,10908.1
2025-04-15 06:00:00,11264.733333333334
2025-04-15 06:15:00,11482.233333333334
2025-04-15 06:30:00,11688.3
2025-04-15 06:45:00,11903.633333333333
2025-04-15 07:00:00,12246.8
2025-04-15 07:15:00,12458.9
2025-04-15 07:30:00,12664.933333333332
2025-04-15 07:45:00,12811.366666666667
2025-04-15 08:00:00,12943.6
2025-04-15 08:15:00,13017.0
2025-04-15 08:30:00,13100.1
2025-04-15 08:45:00,13201.133333333333
2025-04-15 09:00:00,13175.5
2025-04-15 09:15:00,13181.133333333333
2025-04-15 09:30:00,13165.5
2025-04-15 09:45:00,13181.933333333332
2025-04-15 10:00:00,13102.433333333332
2025-04-15 10:15:00,13050.2
2025-04-15 10:30:00,13033.866666666667
2025-04-15 10:45:00,13058.6
2025-04-15 11:00:00,12992.166666666666
2025-04-15 11:15:00,12973.6
2025-04-15 11:30:00,12952.633333333333
2025-04-15 11:45:00,12994.0
2025-04-15 12:00:00,12925.9
2025-04-15 12:15:00,12887.0
2025-04-15 12:30:00,12827.266666666666
2025-04-15 12:45:00,12823.033333333333
2025-04-15 13:00:00,12831.666666666666
2025-04-15 13:15:00,12822.566666666668
2025-04-15 13:30:00,12782.166666666666
2025-04-15 13:45:00,12748.833333333334
2025-04-15 14:00:00,12719.3
2025-04-15 14:15:00,12690.8
2025-04-15 14:30:00,12640.4
2025-04-15 14:45:00,12612.033333333333
2025-04-15 15:00:00,12590.2
2025-04-15 15:15:00,12575.033333333333
2025-04-15 15:30:00,12565.8
2025-04-15 15:45:00,12568.666666666666
2025-04-15 16:00:00,12613.4
2025-04-15 16:15:00,12599.0
2025-04-15 16:30:00,12650.3
2025-04-15 16:45:00,12797.466666666667
2025-04-15 17:00:00,13003.5
2025-04-15 17:15:00,13169.6
2025-04-15 17:30:00,13293.133333333333
2025-04-15 17:45:00,13403.533333333333
2025-04-15 18:00:00,13390.833333333334
2025-04-15 18:15:00,13335.9
2025-04-15 18:30:00,13320.933333333332
2025-04-15 18:45:00,13384.066666666668
2025-04-15 19:00:00,13469.133333333333
2025-04-15 19:15:00,13511.433333333332
2025-04-15 19:30:00,13584.533333333333
2025-04-15 19:45:00,13719.1
2025-04-15 20:00:00,13784.933333333332
2025-04-15 20:15:00,13847.833333333334
2025-04-15 20:30:00,13850.866666666667
2025-04-15 20:45:00,13861.666666666666
2025-04-15 21:00:00,13799.6
2025-04-15 21:15:00,13686.233333333334
2025-04-15 21:30:00,13508.8
2025-04-15 21:45:00,13335.9
2025-04-15 22:00:00,13106.466666666667
2025-04-15 22:15:00,12928.1
2025-04-15 22:30:00,12710.166666666666
2025-04-15 22:45:00,12509.533333333333
2025-04-15 23:00:00,12307.133333333333
2025-04-15 23:15:00,12115.6
2025-04-15 23:30:00,11920.866666666667
2025-04-15 23:45:00,11753.133333333333
